"","peak_id","term","estimate","std.error","statistic","p.value","p_adj_BH"
"43",3161,"Timepoint:SexM",-0.228186329312859,0.0457883299930329,-4.98350407948007,1.12398734318511e-06,9.78612605788367e-05
"44",3664,"Timepoint:SexM",0.153658868868343,0.0308404446254403,4.9823817631212,1.12996874105809e-06,9.78612605788367e-05
"45",5603,"Timepoint:SexM",0.125131059197414,0.0254546696593894,4.91583905317966,1.54533500813277e-06,0.000129052643568066
"46",4925,"Timepoint:SexM",0.118993333818984,0.0243476515891437,4.88726123681027,1.76596395532052e-06,0.000144271577045533
"47",516,"Timepoint:SexM",0.207875778047825,0.0435056577051962,4.778132064028,2.92360986927374e-06,0.000229586346131949
"48",2991,"Timepoint:SexM",-0.140519064388285,0.0294406045595609,-4.77296803141398,2.99354203312014e-06,0.000229586346131949
"49",4289,"Timepoint:SexM",-0.247180470790577,0.0517522331980075,-4.77622810681131,2.94920813851769e-06,0.000229586346131949
"50",532,"Timepoint:SexM",-0.0801869172275197,0.0169090948679743,-4.74223593004927,3.44431495346126e-06,0.000248917992213604
"51",1681,"Timepoint:SexM",-0.0801869172275197,0.0169090948679743,-4.74223593004927,3.44431495346126e-06,0.000248917992213604
"52",3786,"Timepoint:SexM",-0.153702382689659,0.032396070325856,-4.74447613996523,3.40935748232228e-06,0.000248917992213604
"53",282,"Timepoint:SexM",-0.0618295505520475,0.0130650481861843,-4.73243953416332,3.60128576979415e-06,0.000250622813386785
"54",639,"Timepoint:SexM",-0.0618295505520475,0.0130650481861843,-4.73243953416332,3.60128576979415e-06,0.000250622813386785
